D1	D2	L1	L2	Shift	Mult	Time
0.82	0.18	0.00279	0.00634	607.21	2.36	27727.27
0.84	0.16	0.00285	0.00598	607.39	2.36	28181.82
0.84	0.16	0.00267	0.00621	637.35	2.36	28636.36
0.12	0.88	0.02771	0.00229	53.94	2.36	29090.91
0.78	0.22	0.00281	0.00330	426.76	2.36	29545.45
0.83	0.17	0.00270	0.00657	653.46	2.36	30000.00
0.85	0.15	0.00263	0.00675	663.64	2.36	30454.55
0.84	0.16	0.00278	0.00621	669.34	2.36	30909.09
0.85	0.15	0.00269	0.00663	684.50	2.36	31363.64
0.08	0.92	0.03507	0.00221	35.45	2.36	31818.18
0.21	0.79	0.01426	0.00225	86.72	2.36	32272.73
0.84	0.16	0.00248	0.00250	222.96	2.36	32727.27
0.88	0.12	0.00258	0.00631	718.59	2.36	33181.82
0.02	0.98	0.14905	0.00218	10.11	2.36	33636.36
0.88	0.12	0.00260	0.00689	741.04	2.36	34090.91
0.87	0.13	0.00260	0.00650	748.19	2.36	34545.45
0.88	0.12	0.00256	0.00651	767.84	2.36	35000.00
0.87	0.13	0.00262	0.00578	762.89	2.36	35454.55
0.21	0.79	0.01472	0.00217	89.07	2.36	35909.09
0.88	0.12	0.00256	0.00688	799.65	2.36	36363.64
0.84	0.16	0.00254	0.00257	288.27	2.36	36818.18
0.84	0.16	0.00263	0.00290	489.05	2.36	37272.73
0.90	0.10	0.00251	0.00750	824.60	2.36	37727.27
0.90	0.10	0.00254	0.00647	831.05	2.36	38181.82
0.92	0.08	0.00247	0.00759	846.37	2.36	38636.36
0.88	0.12	0.00239	0.00241	317.67	2.36	39090.91
0.89	0.11	0.00254	0.00703	862.42	2.36	39545.45
0.26	0.74	0.01046	0.00206	116.09	2.36	40000.00
0.90	0.10	0.00247	0.00711	875.97	2.36	40454.55
0.91	0.09	0.00243	0.00633	886.22	2.36	40909.09
0.89	0.11	0.00227	0.00221	254.31	2.36	41363.64
0.91	0.09	0.00240	0.00601	902.69	2.36	41818.18
0.91	0.09	0.00241	0.00670	926.08	2.36	42272.73
0.93	0.07	0.00244	0.00800	928.13	2.36	42727.27
0.10	0.90	0.02832	0.00209	41.21	2.36	43181.82
0.87	0.13	0.00228	0.00231	314.22	2.36	43636.36
0.31	0.69	0.00891	0.00205	129.63	2.36	44090.91
0.94	0.06	0.00234	0.00684	968.86	2.36	44545.45
0.93	0.07	0.00238	0.00614	979.38	2.36	45000.00
0.11	0.89	0.02943	0.00201	41.92	2.36	45454.55
0.34	0.66	0.00703	0.00198	154.20	2.36	45909.09
0.18	0.82	0.01596	0.00210	75.89	2.36	46363.64
0.91	0.09	0.00239	0.00316	654.00	2.36	46818.18
0.93	0.07	0.00240	0.00609	1027.58	2.36	47272.73
0.15	0.85	0.01824	0.00201	66.37	2.36	47727.27
0.93	0.07	0.00232	0.00750	1057.43	2.36	48181.82
0.94	0.06	0.00230	0.00643	1060.98	2.36	48636.36
0.94	0.06	0.00231	0.00704	1064.33	2.36	49090.91
0.29	0.71	0.00935	0.00195	133.50	2.36	49545.45
0.90	0.10	0.00222	0.00222	325.73	2.36	50000.00
0.52	0.48	0.00435	0.00486	113.23	2.45	5000.00
0.52	0.48	0.00399	0.00451	116.20	2.45	5454.55
0.47	0.53	0.00478	0.00447	130.47	2.45	5909.09
0.48	0.52	0.00424	0.00452	134.58	2.45	6363.64
0.52	0.48	0.00392	0.00480	146.41	2.45	6818.18
0.51	0.49	0.00405	0.00504	157.41	2.45	7272.73
0.54	0.46	0.00394	0.00456	166.22	2.45	7727.27
0.57	0.43	0.00378	0.00525	175.20	2.45	8181.82
0.57	0.43	0.00382	0.00481	177.91	2.45	8636.36
0.59	0.41	0.00370	0.00548	200.89	2.45	9090.91
0.58	0.42	0.00396	0.00481	202.19	2.45	9545.45
0.59	0.41	0.00372	0.00505	215.71	2.45	10000.00
0.61	0.39	0.00360	0.00520	222.16	2.45	10454.55
0.60	0.40	0.00375	0.00494	232.47	2.45	10909.09
0.59	0.41	0.00361	0.00502	243.34	2.45	11363.64
0.63	0.37	0.00358	0.00549	254.31	2.45	11818.18
0.62	0.38	0.00360	0.00540	268.21	2.45	12272.73
0.64	0.36	0.00357	0.00539	271.05	2.45	12727.27
0.67	0.33	0.00363	0.00498	292.46	2.45	13181.82
0.64	0.36	0.00340	0.00553	294.01	2.45	13636.36
0.69	0.31	0.00334	0.00550	309.39	2.45	14090.91
0.66	0.34	0.00345	0.00589	316.45	2.45	14545.45
0.69	0.31	0.00344	0.00541	328.50	2.45	15000.00
0.70	0.30	0.00327	0.00597	337.07	2.45	15454.55
0.68	0.32	0.00346	0.00537	340.19	2.45	15909.09
0.69	0.31	0.00328	0.00500	353.08	2.45	16363.64
0.70	0.30	0.00320	0.00581	361.14	2.45	16818.18
0.72	0.28	0.00318	0.00542	375.25	2.45	17272.73
0.68	0.32	0.00336	0.00546	382.69	2.45	17727.27
0.72	0.28	0.00312	0.00581	399.42	2.45	18181.82
0.71	0.29	0.00311	0.00534	398.03	2.45	18636.36
0.72	0.28	0.00316	0.00499	399.28	2.45	19090.91
0.75	0.25	0.00302	0.00628	426.39	2.45	19545.45
0.75	0.25	0.00310	0.00528	433.98	2.45	20000.00
0.75	0.25	0.00301	0.00646	448.79	2.45	20454.55
0.77	0.23	0.00299	0.00567	458.32	2.45	20909.09
0.76	0.24	0.00295	0.00619	464.71	2.45	21363.64
0.77	0.23	0.00299	0.00554	469.43	2.45	21818.18
0.79	0.21	0.00293	0.00676	489.07	2.45	22272.73
0.75	0.25	0.00300	0.00566	492.21	2.45	22727.27
0.79	0.21	0.00281	0.00657	505.89	2.45	23181.82
0.78	0.22	0.00296	0.00571	510.77	2.45	23636.36
0.79	0.21	0.00296	0.00574	519.45	2.45	24090.91
0.80	0.20	0.00285	0.00650	540.21	2.45	24545.45
0.79	0.21	0.00287	0.00576	540.36	2.45	25000.00
0.72	0.28	0.00267	0.00270	194.00	2.45	25454.55
0.82	0.18	0.00275	0.00596	562.64	2.45	25909.09
0.79	0.21	0.00289	0.00583	572.52	2.45	26363.64
0.81	0.19	0.00285	0.00661	579.98	2.45	26818.18
0.02	0.98	0.12107	0.00236	12.33	2.45	27272.73
0.81	0.19	0.00283	0.00596	597.66	2.45	27727.27
0.83	0.17	0.00270	0.00655	622.69	2.45	28181.82
0.83	0.17	0.00271	0.00623	623.33	2.45	28636.36
0.09	0.91	0.03104	0.00227	42.72	2.45	29090.91
0.81	0.19	0.00268	0.00589	652.24	2.45	29545.45
0.93	0.07	0.00249	0.00890	757.05	2.45	30000.00
0.83	0.17	0.00269	0.00569	663.40	2.45	30454.55
0.78	0.22	0.00247	0.00249	199.36	2.45	30909.09
0.86	0.14	0.00266	0.00615	674.70	2.45	31363.64
0.13	0.87	0.02264	0.00219	63.63	2.45	31818.18
0.31	0.69	0.00846	0.00218	159.04	2.45	32272.73
0.27	0.73	0.01044	0.00217	133.84	2.45	32727.27
0.86	0.14	0.00258	0.00688	729.08	2.45	33181.82
0.86	0.14	0.00258	0.00644	734.59	2.45	33636.36
0.87	0.13	0.00260	0.00722	752.26	2.45	34090.91
0.76	0.24	0.00243	0.00232	153.56	2.45	34545.45
0.86	0.14	0.00254	0.00435	681.81	2.45	35000.00
0.07	0.93	0.04505	0.00217	31.91	2.45	35454.55
0.87	0.13	0.00250	0.00598	781.31	2.45	35909.09
0.79	0.21	0.00253	0.00258	356.51	2.45	36363.64
0.18	0.82	0.01582	0.00220	87.90	2.45	36818.18
0.89	0.11	0.00252	0.00602	809.52	2.45	37272.73
0.19	0.81	0.01438	0.00220	88.28	2.45	37727.27
0.88	0.12	0.00241	0.00696	835.71	2.45	38181.82
0.89	0.11	0.00243	0.00771	853.08	2.45	38636.36
0.88	0.12	0.00243	0.00623	840.81	2.45	39090.91
0.90	0.10	0.00245	0.00601	868.51	2.45	39545.45
0.86	0.14	0.00249	0.00296	558.92	2.45	40000.00
0.90	0.10	0.00243	0.00673	883.35	2.45	40454.55
0.91	0.09	0.00244	0.00617	900.22	2.45	40909.09
0.06	0.94	0.04311	0.00204	31.93	2.45	41363.64
0.86	0.14	0.00240	0.00286	587.59	2.45	41818.18
0.90	0.10	0.00236	0.00656	917.30	2.45	42272.73
0.90	0.10	0.00236	0.00721	932.75	2.45	42727.27
0.92	0.08	0.00230	0.00811	942.78	2.45	43181.82
0.49	0.51	0.00400	0.00191	188.56	2.45	43636.36
0.91	0.09	0.00229	0.00680	970.48	2.45	44090.91
0.87	0.13	0.00226	0.00239	383.94	2.45	44545.45
0.92	0.08	0.00236	0.00675	988.94	2.45	45000.00
0.06	0.94	0.04064	0.00204	30.21	2.45	45454.55
0.91	0.09	0.00227	0.00788	1004.41	2.45	45909.09
0.14	0.86	0.01976	0.00199	65.68	2.45	46363.64
0.06	0.94	0.04399	0.00204	26.64	2.45	46818.18
0.93	0.07	0.00231	0.00757	1037.69	2.45	47272.73
0.88	0.12	0.00221	0.00219	269.43	2.45	47727.27
0.89	0.11	0.00225	0.00241	532.71	2.45	48181.82
0.90	0.10	0.00219	0.00211	250.63	2.45	48636.36
0.94	0.06	0.00223	0.00340	840.35	2.45	49090.91
0.05	0.95	0.05455	0.00199	24.91	2.45	49545.45
0.26	0.74	0.00932	0.00193	115.11	2.45	50000.00
0.45	0.55	0.00464	0.00446	104.77	2.55	5000.00
0.50	0.50	0.00429	0.00447	114.27	2.55	5454.55
0.49	0.51	0.00420	0.00443	118.39	2.55	5909.09
0.48	0.52	0.00413	0.00475	132.11	2.55	6363.64
0.52	0.48	0.00416	0.00478	144.94	2.55	6818.18
0.49	0.51	0.00445	0.00451	156.71	2.55	7272.73
0.52	0.48	0.00401	0.00479	163.05	2.55	7727.27
0.52	0.48	0.00394	0.00472	169.04	2.55	8181.82
0.55	0.45	0.00371	0.00487	179.84	2.55	8636.36
0.58	0.42	0.00367	0.00563	193.28	2.55	9090.91
0.57	0.43	0.00361	0.00492	197.78	2.55	9545.45
0.55	0.45	0.00366	0.00469	204.19	2.55	10000.00
0.59	0.41	0.00350	0.00547	223.20	2.55	10454.55
0.60	0.40	0.00356	0.00503	233.89	2.55	10909.09
0.63	0.37	0.00353	0.00535	240.89	2.55	11363.64
0.59	0.41	0.00361	0.00522	256.57	2.55	11818.18
0.63	0.37	0.00341	0.00552	270.29	2.55	12272.73
0.64	0.36	0.00337	0.00557	270.82	2.55	12727.27
0.60	0.40	0.00373	0.00474	274.52	2.55	13181.82
0.62	0.38	0.00330	0.00540	293.77	2.55	13636.36
0.63	0.37	0.00352	0.00518	301.23	2.55	14090.91
0.66	0.34	0.00336	0.00574	318.00	2.55	14545.45
0.67	0.33	0.00319	0.00610	327.95	2.55	15000.00
0.68	0.32	0.00328	0.00571	338.19	2.55	15454.55
0.68	0.32	0.00318	0.00551	355.05	2.55	15909.09
0.72	0.28	0.00317	0.00561	353.48	2.55	16363.64
0.68	0.32	0.00326	0.00606	366.01	2.55	16818.18
0.70	0.30	0.00318	0.00598	379.11	2.55	17272.73
0.70	0.30	0.00310	0.00501	373.28	2.55	17727.27
0.69	0.31	0.00314	0.00555	393.90	2.55	18181.82
0.69	0.31	0.00318	0.00552	404.70	2.55	18636.36
0.75	0.25	0.00298	0.00620	420.46	2.55	19090.91
0.75	0.25	0.00309	0.00559	423.79	2.55	19545.45
0.74	0.26	0.00308	0.00549	433.02	2.55	20000.00
0.73	0.27	0.00301	0.00556	448.13	2.55	20454.55
0.78	0.22	0.00290	0.00645	476.67	2.55	20909.09
0.74	0.26	0.00298	0.00554	467.50	2.55	21363.64
0.06	0.94	0.05235	0.00243	29.23	2.55	21818.18
0.74	0.26	0.00302	0.00602	482.13	2.55	22272.73
0.76	0.24	0.00297	0.00555	495.17	2.55	22727.27
0.77	0.23	0.00294	0.00627	507.72	2.55	23181.82
0.75	0.25	0.00292	0.00552	515.47	2.55	23636.36
0.78	0.22	0.00285	0.00591	523.76	2.55	24090.91
0.80	0.20	0.00276	0.00703	538.99	2.55	24545.45
0.78	0.22	0.00275	0.00569	540.73	2.55	25000.00
0.80	0.20	0.00278	0.00622	571.66	2.55	25454.55
0.75	0.25	0.00268	0.00595	564.18	2.55	25909.09
0.79	0.21	0.00281	0.00622	571.18	2.55	26363.64
0.79	0.21	0.00272	0.00549	575.90	2.55	26818.18
0.81	0.19	0.00279	0.00547	590.60	2.55	27272.73
0.83	0.17	0.00266	0.00580	602.48	2.55	27727.27
0.79	0.21	0.00279	0.00642	613.94	2.55	28181.82
0.79	0.21	0.00271	0.00531	613.74	2.55	28636.36
0.78	0.22	0.00270	0.00284	344.00	2.55	29090.91
0.80	0.20	0.00277	0.00630	646.39	2.55	29545.45
0.82	0.18	0.00262	0.00566	653.24	2.55	30000.00
0.83	0.17	0.00264	0.00625	659.34	2.55	30454.55
0.83	0.17	0.00262	0.00610	670.15	2.55	30909.09
0.83	0.17	0.00257	0.00603	676.41	2.55	31363.64
0.77	0.23	0.00236	0.00235	185.71	2.55	31818.18
0.84	0.16	0.00263	0.00607	703.49	2.55	32272.73
0.84	0.16	0.00253	0.00666	719.92	2.55	32727.27
0.86	0.14	0.00254	0.00769	735.43	2.55	33181.82
0.84	0.16	0.00253	0.00653	740.06	2.55	33636.36
0.85	0.15	0.00249	0.00632	743.22	2.55	34090.91
0.86	0.14	0.00253	0.00647	752.83	2.55	34545.45
0.85	0.15	0.00248	0.00692	768.50	2.55	35000.00
0.07	0.93	0.03806	0.00203	34.78	2.55	35454.55
0.87	0.13	0.00241	0.00726	787.84	2.55	35909.09
0.85	0.15	0.00239	0.00592	798.80	2.55	36363.64
0.87	0.13	0.00245	0.00612	802.16	2.55	36818.18
0.02	0.98	0.12134	0.00202	11.42	2.55	37272.73
0.87	0.13	0.00240	0.00628	818.70	2.55	37727.27
0.84	0.16	0.00232	0.00235	306.69	2.55	38181.82
0.29	0.71	0.00869	0.00206	144.17	2.55	38636.36
0.89	0.11	0.00238	0.00682	863.20	2.55	39090.91
0.25	0.75	0.01086	0.00202	121.79	2.55	39545.45
0.85	0.15	0.00241	0.00298	601.47	2.55	40000.00
0.82	0.18	0.00227	0.00228	308.24	2.55	40454.55
0.02	0.98	0.08074	0.00204	12.39	2.55	40909.09
0.89	0.11	0.00230	0.00699	911.42	2.55	41363.64
0.83	0.17	0.00237	0.00248	427.13	2.55	41818.18
0.26	0.74	0.01051	0.00197	127.56	2.55	42272.73
0.13	0.87	0.02124	0.00199	64.88	2.55	42727.27
0.35	0.65	0.00760	0.00194	172.59	2.55	43181.82
0.91	0.09	0.00228	0.00720	956.24	2.55	43636.36
0.18	0.82	0.01438	0.00197	91.58	2.55	44090.91
0.79	0.21	0.00210	0.00208	204.49	2.55	44545.45
0.87	0.13	0.00218	0.00217	276.24	2.55	45000.00
0.87	0.13	0.00230	0.00279	623.75	2.55	45454.55
0.92	0.08	0.00218	0.00758	1018.03	2.55	45909.09
0.10	0.90	0.02559	0.00194	44.97	2.55	46363.64
0.90	0.10	0.00223	0.00635	1026.64	2.55	46818.18
0.92	0.08	0.00220	0.00637	1027.60	2.55	47272.73
0.24	0.76	0.01115	0.00191	113.63	2.55	47727.27
0.91	0.09	0.00222	0.00695	1052.30	2.55	48181.82
0.28	0.72	0.00879	0.00189	134.63	2.55	48636.36
0.93	0.07	0.00214	0.00617	1066.33	2.55	49090.91
0.94	0.06	0.00225	0.00729	1096.18	2.55	49545.45
0.93	0.07	0.00222	0.00704	1095.19	2.55	50000.00
0.43	0.57	0.00448	0.00421	95.55	2.64	5000.00
0.47	0.53	0.00429	0.00419	106.09	2.64	5454.55
0.45	0.55	0.00427	0.00445	121.73	2.64	5909.09
0.46	0.54	0.00387	0.00467	132.51	2.64	6363.64
0.48	0.52	0.00372	0.00492	136.68	2.64	6818.18
0.48	0.52	0.00405	0.00461	146.81	2.64	7272.73
0.55	0.45	0.00386	0.00487	173.67	2.64	7727.27
0.47	0.53	0.00393	0.00487	174.39	2.64	8181.82
0.57	0.43	0.00367	0.00527	193.80	2.64	8636.36
0.55	0.45	0.00393	0.00466	193.04	2.64	9090.91
0.56	0.44	0.00364	0.00490	198.34	2.64	9545.45
0.58	0.42	0.00377	0.00472	210.30	2.64	10000.00
0.58	0.42	0.00357	0.00526	225.51	2.64	10454.55
0.59	0.41	0.00359	0.00499	229.54	2.64	10909.09
0.59	0.41	0.00365	0.00533	244.41	2.64	11363.64
0.58	0.42	0.00366	0.00487	246.87	2.64	11818.18
0.59	0.41	0.00347	0.00530	262.91	2.64	12272.73
0.60	0.40	0.00374	0.00518	271.01	2.64	12727.27
0.64	0.36	0.00356	0.00521	278.78	2.64	13181.82
0.60	0.40	0.00336	0.00504	290.23	2.64	13636.36
0.66	0.34	0.00333	0.00543	311.99	2.64	14090.91
0.63	0.37	0.00339	0.00596	318.76	2.64	14545.45
0.62	0.38	0.00330	0.00515	322.78	2.64	15000.00
0.66	0.34	0.00325	0.00555	338.15	2.64	15454.55
0.64	0.36	0.00317	0.00566	338.90	2.64	15909.09
0.66	0.34	0.00306	0.00562	356.74	2.64	16363.64
0.67	0.33	0.00313	0.00544	370.47	2.64	16818.18
0.68	0.32	0.00313	0.00541	375.95	2.64	17272.73
0.67	0.33	0.00317	0.00576	390.90	2.64	17727.27
0.70	0.30	0.00299	0.00607	393.95	2.64	18181.82
0.71	0.29	0.00303	0.00578	405.61	2.64	18636.36
0.71	0.29	0.00306	0.00621	422.33	2.64	19090.91
0.72	0.28	0.00309	0.00557	422.63	2.64	19545.45
0.74	0.26	0.00303	0.00601	443.00	2.64	20000.00
0.73	0.27	0.00293	0.00590	445.45	2.64	20454.55
0.74	0.26	0.00310	0.00539	447.37	2.64	20909.09
0.74	0.26	0.00296	0.00566	461.27	2.64	21363.64
0.74	0.26	0.00286	0.00600	473.76	2.64	21818.18
0.76	0.24	0.00291	0.00586	484.74	2.64	22272.73
0.75	0.25	0.00291	0.00628	497.31	2.64	22727.27
0.73	0.27	0.00292	0.00583	505.09	2.64	23181.82
0.75	0.25	0.00281	0.00535	512.00	2.64	23636.36
0.75	0.25	0.00279	0.00644	530.42	2.64	24090.91
0.75	0.25	0.00280	0.00552	533.44	2.64	24545.45
0.78	0.22	0.00279	0.00533	534.28	2.64	25000.00
0.79	0.21	0.00283	0.00551	545.96	2.64	25454.55
0.77	0.23	0.00283	0.00568	550.53	2.64	25909.09
0.78	0.22	0.00275	0.00568	574.45	2.64	26363.64
0.81	0.19	0.00273	0.00587	589.50	2.64	26818.18
0.78	0.22	0.00274	0.00569	594.42	2.64	27272.73
0.76	0.24	0.00271	0.00597	599.38	2.64	27727.27
0.80	0.20	0.00272	0.00650	612.78	2.64	28181.82
0.79	0.21	0.00265	0.00622	620.15	2.64	28636.36
0.81	0.19	0.00263	0.00617	635.16	2.64	29090.91
0.81	0.19	0.00252	0.00579	639.00	2.64	29545.45
0.82	0.18	0.00261	0.00546	649.91	2.64	30000.00
0.82	0.18	0.00251	0.00579	658.96	2.64	30454.55
0.79	0.21	0.00261	0.00635	680.59	2.64	30909.09
0.73	0.27	0.00244	0.00240	206.25	2.64	31363.64
0.83	0.17	0.00257	0.00546	689.08	2.64	31818.18
0.83	0.17	0.00254	0.00633	697.92	2.64	32272.73
0.84	0.16	0.00255	0.00701	710.64	2.64	32727.27
0.84	0.16	0.00261	0.00653	729.52	2.64	33181.82
0.82	0.18	0.00253	0.00586	725.30	2.64	33636.36
0.83	0.17	0.00247	0.00559	735.79	2.64	34090.91
0.85	0.15	0.00240	0.00637	749.18	2.64	34545.45
0.79	0.21	0.00246	0.00254	365.13	2.64	35000.00
0.86	0.14	0.00244	0.00633	779.30	2.64	35454.55
0.84	0.16	0.00248	0.00680	784.93	2.64	35909.09
0.22	0.78	0.01289	0.00202	111.09	2.64	36363.64
0.86	0.14	0.00237	0.00698	812.36	2.64	36818.18
0.87	0.13	0.00239	0.00615	812.92	2.64	37272.73
0.87	0.13	0.00238	0.00667	820.47	2.64	37727.27
0.86	0.14	0.00234	0.00747	841.64	2.64	38181.82
0.88	0.12	0.00235	0.00678	843.29	2.64	38636.36
0.88	0.12	0.00231	0.00647	846.57	2.64	39090.91
0.88	0.12	0.00233	0.00604	853.32	2.64	39545.45
0.41	0.59	0.00559	0.00192	196.03	2.64	40000.00
0.06	0.94	0.03722	0.00198	35.41	2.64	40454.55
0.88	0.12	0.00234	0.00644	892.90	2.64	40909.09
0.87	0.13	0.00230	0.00643	910.01	2.64	41363.64
0.85	0.15	0.00214	0.00214	239.26	2.64	41818.18
0.88	0.12	0.00235	0.00624	918.94	2.64	42272.73
0.82	0.18	0.00235	0.00267	525.86	2.64	42727.27
0.82	0.18	0.00228	0.00247	501.91	2.64	43181.82
0.85	0.15	0.00210	0.00215	295.53	2.64	43636.36
0.04	0.96	0.07218	0.00195	22.87	2.64	44090.91
0.90	0.10	0.00219	0.00714	968.53	2.64	44545.45
0.91	0.09	0.00220	0.00637	989.11	2.64	45000.00
0.94	0.06	0.00212	0.00801	1080.38	2.64	45454.55
0.91	0.09	0.00216	0.00640	1013.40	2.64	45909.09
0.30	0.70	0.00748	0.00184	157.14	2.64	46363.64
0.06	0.94	0.04089	0.00191	32.77	2.64	46818.18
0.06	0.94	0.04024	0.00187	31.66	2.64	47272.73
0.26	0.74	0.00916	0.00181	122.20	2.64	47727.27
0.92	0.08	0.00215	0.00711	1054.21	2.64	48181.82
0.91	0.09	0.00213	0.00724	1059.24	2.64	48636.36
0.89	0.11	0.00206	0.00208	255.38	2.64	49090.91
0.02	0.98	0.08385	0.00189	12.82	2.64	49545.45
0.93	0.07	0.00210	0.00744	1092.22	2.64	50000.00
0.43	0.57	0.00463	0.00444	101.50	2.73	5000.00
0.47	0.53	0.00406	0.00456	121.60	2.73	5454.55
0.43	0.57	0.00474	0.00418	122.72	2.73	5909.09
0.43	0.57	0.00417	0.00455	138.09	2.73	6363.64
0.50	0.50	0.00394	0.00514	147.68	2.73	6818.18
0.48	0.52	0.00403	0.00479	148.78	2.73	7272.73
0.53	0.47	0.00369	0.00461	158.91	2.73	7727.27
0.53	0.47	0.00390	0.00495	175.03	2.73	8181.82
0.51	0.49	0.00385	0.00478	184.65	2.73	8636.36
0.52	0.48	0.00386	0.00468	190.64	2.73	9090.91
0.55	0.45	0.00344	0.00531	206.61	2.73	9545.45
0.53	0.47	0.00364	0.00503	209.36	2.73	10000.00
0.54	0.46	0.00377	0.00485	222.16	2.73	10454.55
0.57	0.43	0.00342	0.00534	237.72	2.73	10909.09
0.58	0.42	0.00363	0.00490	246.97	2.73	11363.64
0.57	0.43	0.00339	0.00514	253.08	2.73	11818.18
0.57	0.43	0.00347	0.00483	264.68	2.73	12272.73
0.55	0.45	0.00362	0.00498	265.02	2.73	12727.27
0.60	0.40	0.00341	0.00522	287.76	2.73	13181.82
0.60	0.40	0.00346	0.00494	290.16	2.73	13636.36
0.62	0.38	0.00339	0.00556	303.22	2.73	14090.91
0.63	0.37	0.00329	0.00546	310.13	2.73	14545.45
0.63	0.37	0.00341	0.00512	319.69	2.73	15000.00
0.66	0.34	0.00317	0.00539	327.33	2.73	15454.55
0.64	0.36	0.00321	0.00506	343.97	2.73	15909.09
0.68	0.32	0.00314	0.00576	358.84	2.73	16363.64
0.63	0.37	0.00336	0.00521	361.81	2.73	16818.18
0.66	0.34	0.00317	0.00559	376.28	2.73	17272.73
0.69	0.31	0.00297	0.00626	393.74	2.73	17727.27
0.69	0.31	0.00308	0.00545	388.24	2.73	18181.82
0.67	0.33	0.00316	0.00496	395.33	2.73	18636.36
0.71	0.29	0.00292	0.00566	416.35	2.73	19090.91
0.71	0.29	0.00295	0.00590	426.71	2.73	19545.45
0.71	0.29	0.00296	0.00558	431.00	2.73	20000.00
0.70	0.30	0.00303	0.00588	448.88	2.73	20454.55
0.73	0.27	0.00295	0.00548	451.97	2.73	20909.09
0.74	0.26	0.00288	0.00563	465.45	2.73	21363.64
0.73	0.27	0.00278	0.00586	473.22	2.73	21818.18
0.73	0.27	0.00282	0.00591	487.70	2.73	22272.73
0.72	0.28	0.00285	0.00560	501.28	2.73	22727.27
0.73	0.27	0.00280	0.00592	506.81	2.73	23181.82
0.76	0.24	0.00273	0.00638	517.51	2.73	23636.36
0.76	0.24	0.00273	0.00605	526.68	2.73	24090.91
0.78	0.22	0.00272	0.00641	538.00	2.73	24545.45
0.76	0.24	0.00277	0.00613	547.31	2.73	25000.00
0.76	0.24	0.00271	0.00628	558.74	2.73	25454.55
0.78	0.22	0.00262	0.00691	572.12	2.73	25909.09
0.77	0.23	0.00274	0.00576	576.81	2.73	26363.64
0.78	0.22	0.00273	0.00593	580.33	2.73	26818.18
0.78	0.22	0.00278	0.00587	591.28	2.73	27272.73
0.78	0.22	0.00267	0.00630	604.79	2.73	27727.27
0.79	0.21	0.00263	0.00634	612.30	2.73	28181.82
0.77	0.23	0.00264	0.00592	626.53	2.73	28636.36
0.78	0.22	0.00264	0.00619	632.25	2.73	29090.91
0.80	0.20	0.00255	0.00630	644.41	2.73	29545.45
0.75	0.25	0.00240	0.00238	215.91	2.73	30000.00
0.81	0.19	0.00249	0.00601	667.72	2.73	30454.55
0.80	0.20	0.00257	0.00575	671.29	2.73	30909.09
0.77	0.23	0.00263	0.00308	466.18	2.73	31363.64
0.83	0.17	0.00245	0.00665	697.94	2.73	31818.18
0.82	0.18	0.00258	0.00675	707.81	2.73	32272.73
0.83	0.17	0.00249	0.00679	715.58	2.73	32727.27
0.84	0.16	0.00240	0.00701	733.86	2.73	33181.82
0.82	0.18	0.00255	0.00637	731.37	2.73	33636.36
0.82	0.18	0.00242	0.00648	745.01	2.73	34090.91
0.83	0.17	0.00243	0.00646	760.28	2.73	34545.45
0.83	0.17	0.00243	0.00573	756.11	2.73	35000.00
0.81	0.19	0.00224	0.00225	243.55	2.73	35454.55
0.84	0.16	0.00238	0.00629	786.31	2.73	35909.09
0.84	0.16	0.00240	0.00663	792.71	2.73	36363.64
0.86	0.14	0.00241	0.00706	802.89	2.73	36818.18
0.85	0.15	0.00241	0.00641	811.00	2.73	37272.73
0.86	0.14	0.00240	0.00651	817.71	2.73	37727.27
0.86	0.14	0.00232	0.00774	836.74	2.73	38181.82
0.86	0.14	0.00233	0.00638	844.41	2.73	38636.36
0.87	0.13	0.00228	0.00654	850.92	2.73	39090.91
0.28	0.72	0.00834	0.00195	154.24	2.73	39545.45
0.86	0.14	0.00230	0.00697	873.37	2.73	40000.00
0.87	0.13	0.00225	0.00650	880.31	2.73	40454.55
0.86	0.14	0.00240	0.00668	897.70	2.73	40909.09
0.37	0.63	0.00610	0.00194	203.48	2.73	41363.64
0.07	0.93	0.04240	0.00192	35.10	2.73	41818.18
0.83	0.17	0.00216	0.00217	346.54	2.73	42272.73
0.20	0.80	0.01334	0.00192	105.14	2.73	42727.27
0.88	0.12	0.00222	0.00615	944.24	2.73	43181.82
0.89	0.11	0.00222	0.00627	948.11	2.73	43636.36
0.89	0.11	0.00227	0.00676	956.04	2.73	44090.91
0.90	0.10	0.00217	0.00757	978.72	2.73	44545.45
0.28	0.72	0.00833	0.00189	155.21	2.73	45000.00
0.90	0.10	0.00218	0.00703	988.35	2.73	45454.55
0.89	0.11	0.00213	0.00690	998.69	2.73	45909.09
0.90	0.10	0.00218	0.00641	1007.94	2.73	46363.64
0.90	0.10	0.00219	0.00596	1014.10	2.73	46818.18
0.91	0.09	0.00213	0.00757	1032.73	2.73	47272.73
0.02	0.98	0.07653	0.00186	12.03	2.73	47727.27
0.91	0.09	0.00212	0.00772	1049.13	2.73	48181.82
0.91	0.09	0.00211	0.00699	1057.42	2.73	48636.36
0.33	0.67	0.00662	0.00184	170.92	2.73	49090.91
0.91	0.09	0.00210	0.00619	1081.11	2.73	49545.45
0.28	0.72	0.00783	0.00178	151.61	2.73	50000.00
